ticker,signal,direction,signal_date,entry_date,exit_date,planned_exit_date,actual_exit_date,entry_price,exit_price,position_size,entry_book_equity,shares,return,pnl,adjusted_score,confidence,regime,entry_cost,exit_cost,total_cost,impact_entry_cost,gross_return,net_return,holding_days,planned_holding_days,actual_holding_days,exit_reason
TSLA,Bullish,1,2020-12-22,2020-12-24,2021-01-08,2020-12-29,2021-01-08,214.33,293.34,16788.13,151010.84,78.3284,0.368637,6188.71,0.5327,Low,Bull,0.01,0.0,0.01,0.01,0.368637,0.368636,15,5,15,expiry
BMY,Bullish,1,2020-12-15,2020-12-29,2021-01-08,2020-12-21,2021-01-08,61.7,62.49,18034.49,150287.43,292.2932,0.012804,230.81,-0.4818,Medium,Bull,0.1,0.0,0.1,0.1,0.012804,0.012798,10,-8,10,expiry
WDC,Bullish,1,2020-12-30,2020-12-31,2021-01-08,2021-01-06,2021-01-08,37.7173,39.1686,14447.9,152887.07,383.0576,0.038477,555.79,0.6835,Low,Bull,0.12,0.0,0.12,0.12,0.038477,0.038469,8,6,8,expiry
TTD,Bullish,1,2020-12-30,2020-12-31,2021-01-04,2021-01-06,2021-01-04,82.3,79.831,18346.49,152887.42,222.9221,-0.03,-550.5,1.1214,Low,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030006,4,6,4,stop_loss
PANW,Bullish,1,2020-12-30,2020-12-31,2021-01-04,2021-01-06,2021-01-04,59.5,57.715,18346.43,152886.95,308.3434,-0.03,-550.51,0.6499,Medium,Bull,0.12,0.0,0.12,0.11,-0.03,-0.030006,4,6,4,stop_loss
AMAT,Bullish,1,2020-12-30,2020-12-31,2021-01-08,2021-01-06,2021-01-08,86.99,95.56,3025.13,152886.56,34.7756,0.098517,298.02,-0.5792,Medium,Bull,0.01,0.0,0.01,0.01,0.098517,0.098514,8,6,8,expiry
TXN,Bullish,1,2020-12-30,2020-12-31,2021-01-08,2021-01-06,2021-01-08,162.87,171.16,17188.46,152886.65,105.5349,0.0509,874.79,-0.5824,High,Bull,0.09,0.0,0.09,0.09,0.0509,0.050894,8,6,8,expiry
OXY,Bullish,1,2020-12-30,2020-12-31,2021-01-08,2021-01-06,2021-01-08,17.81,20.08,7338.59,152887.32,412.0489,0.127456,935.32,0.7699,Low,Bull,0.03,0.0,0.03,0.03,0.127456,0.127452,8,6,8,expiry
AES,Bullish,1,2020-12-30,2020-12-31,2021-01-08,2021-01-06,2021-01-08,22.91,25.42,18346.48,152887.29,800.8064,0.109559,2009.8,0.7581,Medium,Bull,0.23,0.0,0.23,0.22,0.109559,0.109547,8,6,8,expiry
GIS,Bullish,1,2020-12-30,2020-12-31,2021-01-08,2021-01-06,2021-01-08,58.53,56.4,18346.42,152886.84,313.4533,-0.036392,-667.84,-0.5835,High,Bull,0.18,0.0,0.18,0.18,-0.036392,-0.036402,8,6,8,expiry
DELL,Bullish,1,2020-12-30,2021-01-04,2021-01-05,2021-01-06,2021-01-05,37.4506,36.3271,18018.33,154151.68,481.1228,-0.03,-540.73,0.5284,Medium,Bull,0.18,0.0,0.18,0.18,-0.03,-0.03001,1,2,1,stop_loss
CSGP,Bullish,1,2020-12-30,2021-01-04,2021-01-05,2021-01-06,2021-01-05,93.219,90.4224,18498.22,154151.87,198.4384,-0.03,-555.14,0.5783,Medium,Bull,0.19,0.0,0.19,0.19,-0.03,-0.030011,1,2,1,stop_loss
SW,Bullish,1,2020-12-30,2021-01-05,2021-01-15,2021-01-06,2021-01-15,47.61,47.69,18278.41,152320.05,383.9195,0.00168,26.12,0.4987,Medium,Bull,4.59,0.0,4.59,4.59,0.00168,0.001429,10,1,10,expiry
ORCL,Bullish,1,2020-12-30,2021-01-05,2021-01-14,2021-01-06,2021-01-14,63.68,61.7696,18278.42,152320.13,287.0354,-0.03,-548.44,0.5215,High,Bull,0.09,0.0,0.09,0.08,-0.03,-0.030005,9,1,9,stop_loss
TTD,Bullish,1,2021-01-07,2021-01-08,2021-01-15,2021-01-13,2021-01-15,77.199,78.536,19142.27,159518.95,247.9601,0.017319,331.42,0.6904,Low,Bull,0.1,0.0,0.1,0.1,0.017319,0.017314,7,5,7,expiry
NOW,Bullish,1,2021-01-07,2021-01-08,2021-01-15,2021-01-13,2021-01-15,104.328,102.752,19142.29,159519.05,183.4818,-0.015106,-289.27,0.6908,Medium,Bull,0.1,0.0,0.11,0.1,-0.015106,-0.015112,7,5,7,expiry
WBD,Bullish,1,2021-01-07,2021-01-08,2021-01-15,2021-01-13,2021-01-15,34.36,36.76,14932.52,159519.71,434.5903,0.069849,1042.9,0.866,Medium,Bull,0.12,0.0,0.12,0.12,0.069849,0.069841,7,5,7,expiry
FCX,Bullish,1,2021-01-07,2021-01-08,2021-01-11,2021-01-13,2021-01-11,31.06,30.1282,14493.86,159519.79,466.6406,-0.03,-434.89,0.972,Low,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030005,3,5,3,stop_loss
MCHP,Bullish,1,2021-01-07,2021-01-08,2021-01-11,2021-01-13,2021-01-11,75.835,73.5599,7861.31,159518.59,103.6633,-0.03,-235.88,-0.5897,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030005,3,5,3,stop_loss
DVN,Bullish,1,2021-01-07,2021-01-08,2021-01-11,2021-01-13,2021-01-11,18.79,18.2263,7709.29,159518.63,410.2866,-0.03,-231.32,0.5922,Low,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030006,3,5,3,stop_loss
MOS,Bullish,1,2021-01-07,2021-01-08,2021-01-11,2021-01-13,2021-01-11,27.01,26.1997,19142.26,159518.85,708.7102,-0.03,-574.49,0.681,Low,Bull,0.22,0.0,0.22,0.22,-0.03,-0.030011,3,5,3,stop_loss
CRH,Bullish,1,2021-01-07,2021-01-08,2021-01-11,2021-01-13,2021-01-11,46.88,45.4736,16723.85,159519.6,356.7375,-0.03,-502.26,0.7815,Medium,Bull,0.54,0.0,0.55,0.54,-0.03,-0.030033,3,5,3,stop_loss
AMD,Bullish,1,2021-01-07,2021-01-11,2021-01-13,2021-01-13,2021-01-13,94.03,91.2091,17906.66,159245.16,190.4356,-0.03,-537.24,-0.5417,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030002,2,2,2,stop_loss
KO,Bullish,1,2021-01-07,2021-01-11,2021-01-15,2021-01-13,2021-01-15,50.62,49.1014,1530.12,159245.05,30.2275,-0.03,-45.91,0.5133,Medium,Bull,0.0,0.0,0.0,0.0,-0.03,-0.030001,4,2,4,stop_loss
PFE,Bullish,1,2021-01-07,2021-01-11,2021-01-25,2021-01-13,2021-01-25,37.22,37.28,19109.41,159245.11,513.4179,0.001612,30.73,0.5159,Medium,Bull,0.07,0.0,0.07,0.07,0.001612,0.001608,14,2,14,expiry
HPQ,Bullish,1,2021-01-07,2021-01-11,2021-01-25,2021-01-13,2021-01-25,25.5,25.02,14518.59,159245.28,569.3565,-0.018824,-273.41,-0.5472,Medium,Bull,0.12,0.0,0.12,0.12,-0.018824,-0.018832,14,2,14,expiry
BX,Bullish,1,2021-01-07,2021-01-11,2021-01-25,2021-01-13,2021-01-25,62.47,64.98,15164.73,159245.43,242.7522,0.040179,609.16,-0.5548,Medium,Bull,0.15,0.0,0.15,0.15,0.040179,0.040169,14,2,14,expiry
INTC,Bullish,1,2020-12-22,2021-01-13,2021-01-15,2020-12-29,2021-01-15,59.5,57.715,16099.88,158084.55,270.5862,-0.03,-483.04,0.4621,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030003,2,-15,2,stop_loss
UAL,Bullish,1,2021-01-07,2021-01-14,2021-01-15,2021-01-13,2021-01-15,45.32,43.9604,6704.0,157684.95,147.926,-0.03,-201.14,-0.453,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,1,-1,1,stop_loss
PANW,Bullish,1,2021-01-07,2021-01-15,2021-01-25,2021-01-13,2021-01-25,61.0617,60.13,4571.2,157091.46,74.862,-0.015258,-69.76,0.447,Low,Bull,0.01,0.0,0.01,0.01,-0.015258,-0.015261,10,-2,10,expiry
CRH,Bullish,1,2021-01-14,2021-01-15,2021-01-25,2021-01-21,2021-01-25,44.45,43.22,16540.95,157091.98,372.1248,-0.027672,-458.23,0.4499,Medium,Bull,0.52,0.0,0.52,0.52,-0.027672,-0.027703,10,6,10,expiry
WMB,Bullish,1,2021-01-14,2021-01-15,2021-01-21,2021-01-21,2021-01-21,22.53,21.8541,17129.22,157092.37,760.2849,-0.03,-514.04,0.6455,Medium,Bull,0.16,0.0,0.16,0.16,-0.03,-0.030009,6,6,6,stop_loss
FITB,Bullish,1,2021-01-14,2021-01-15,2021-01-21,2021-01-21,2021-01-21,31.98,31.0206,12958.43,157092.21,405.2042,-0.03,-388.87,0.6212,Low,Bull,0.12,0.0,0.12,0.12,-0.03,-0.030009,6,6,6,stop_loss
PSKY,Bullish,1,2021-01-14,2021-01-15,2021-01-19,2021-01-21,2021-01-19,45.59,44.2223,18851.05,157092.09,413.4909,-0.03,-565.65,0.5896,Low,Bull,0.11,0.0,0.11,0.11,-0.03,-0.030006,4,6,4,stop_loss
EQT,Bullish,1,2021-01-14,2021-01-15,2021-01-19,2021-01-21,2021-01-19,18.11,17.5667,18851.11,157092.61,1040.9228,-0.03,-565.78,0.6756,Low,Bull,0.24,0.0,0.24,0.24,-0.03,-0.030013,4,6,4,stop_loss
MOS,Bullish,1,2021-01-14,2021-01-15,2021-01-22,2021-01-21,2021-01-22,28.54,27.6838,18851.14,157092.82,660.5164,-0.03,-565.74,0.8737,Low,Bull,0.21,0.0,0.21,0.2,-0.03,-0.030011,7,6,7,stop_loss
TSLA,Bullish,1,2021-01-14,2021-01-19,2021-01-27,2021-01-21,2021-01-27,279.2667,290.1167,13853.06,155633.11,49.6051,0.038852,538.21,0.421,Low,Bull,0.01,0.0,0.01,0.01,0.038852,0.038851,8,2,8,expiry
DELL,Bullish,1,2021-01-14,2021-01-19,2021-01-27,2021-01-21,2021-01-27,37.7952,37.8155,12256.85,155633.2,324.2963,0.000536,6.48,0.442,Medium,Bull,0.09,0.0,0.09,0.09,0.000536,0.000529,8,2,8,expiry
T,Bullish,1,2021-01-14,2021-01-21,2021-01-27,2021-01-21,2021-01-27,21.8353,21.9335,18726.19,156051.61,857.6092,0.004497,84.13,0.4166,Medium,Bull,0.07,0.0,0.07,0.07,0.004497,0.004493,6,0,6,expiry
LRCX,Bullish,1,2021-01-14,2021-01-21,2021-01-26,2021-01-21,2021-01-26,56.94,55.2318,9766.32,156051.65,171.5195,-0.03,-293.03,-0.417,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030004,5,0,5,stop_loss
SBUX,Bullish,1,2020-12-15,2021-01-22,2021-01-27,2020-12-21,2021-01-27,104.16,101.48,11761.22,155095.74,112.915,-0.02573,-302.67,0.415,Medium,Bull,0.06,0.0,0.06,0.06,-0.02573,-0.025735,5,-32,5,crisis_transition_loser
HBAN,Bullish,1,2021-01-22,2021-01-25,2021-01-27,2021-01-28,2021-01-27,13.63,13.25,12447.64,154515.14,913.253,-0.02788,-347.14,1.2403,Low,Bull,0.1,0.0,0.1,0.1,-0.02788,-0.027888,2,3,2,crisis_transition_loser
AMAT,Bullish,1,2021-01-22,2021-01-25,2021-01-27,2021-01-28,2021-01-27,107.51,102.1,10670.01,154514.78,99.2467,-0.050321,-536.97,0.657,Low,Bull,0.04,0.0,0.04,0.04,-0.050321,-0.050325,2,3,2,crisis_transition_loser
DVN,Bullish,1,2021-01-22,2021-01-25,2021-01-26,2021-01-28,2021-01-26,17.53,17.0041,6837.91,154514.74,390.0693,-0.03,-205.17,0.5977,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030005,1,3,1,stop_loss
EQT,Bullish,1,2021-01-22,2021-01-25,2021-01-26,2021-01-28,2021-01-26,16.69,16.1893,18541.8,154515.03,1110.9529,-0.03,-556.51,0.6708,Low,Bull,0.25,0.0,0.25,0.25,-0.03,-0.030014,1,3,1,stop_loss
F,Bullish,1,2021-01-22,2021-01-25,2021-01-26,2021-01-28,2021-01-26,11.49,11.1453,10926.26,154514.71,950.9364,-0.03,-327.82,0.5671,Low,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030003,1,3,1,stop_loss
PPL,Bullish,1,2021-01-22,2021-01-26,2021-01-27,2021-01-28,2021-01-27,28.12,28.05,9045.29,153737.95,321.6674,-0.002489,-22.6,-0.534,High,Bull,0.08,0.0,0.08,0.08,-0.002489,-0.002499,1,2,1,crisis_transition_loser
MO,Bullish,1,2021-01-22,2021-01-26,2021-01-27,2021-01-28,2021-01-27,42.02,41.96,11775.62,153737.87,280.2385,-0.001428,-16.89,-0.5218,High,Bull,0.07,0.0,0.07,0.07,-0.001428,-0.001434,1,2,1,crisis_transition_loser
FTNT,Bullish,1,2021-01-22,2021-01-26,2021-01-27,2021-01-28,2021-01-27,30.438,29.6,7835.08,153737.8,257.4113,-0.027531,-215.77,-0.496,Medium,Bull,0.06,0.0,0.06,0.06,-0.027531,-0.027539,1,2,1,crisis_transition_loser
PSKY,Bullish,1,2021-01-22,2021-01-26,2021-01-28,2021-01-28,2021-01-28,48.24,55.07,11158.47,153738.0,231.3116,0.141584,1579.81,0.5627,Low,Bull,0.05,0.0,0.05,0.04,0.141584,0.14158,2,2,2,expiry
OXY,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,23.02,26.46,4082.12,153638.25,177.3294,0.149435,610.0,0.5904,Low,Bull,0.01,0.0,0.01,0.01,0.149435,0.149432,8,3,8,expiry
WDC,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,45.2305,50.3855,6493.22,153638.17,143.5584,0.113971,740.01,0.5488,Low,Bull,0.03,0.0,0.03,0.03,0.113971,0.113966,8,3,8,expiry
APH,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,32.565,33.935,6578.02,153638.21,201.9966,0.04207,276.7,-0.5516,High,Bull,0.04,0.0,0.04,0.04,0.04207,0.042064,8,3,8,expiry
RF,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,19.03,20.22,4780.56,153638.24,251.2117,0.062533,298.91,-0.5608,Medium,Bull,0.03,0.0,0.03,0.03,0.062533,0.062527,8,3,8,expiry
CL,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,80.0,78.19,15363.83,153638.34,192.0479,-0.022625,-347.7,-0.5908,High,Bull,0.09,0.0,0.09,0.09,-0.022625,-0.022631,8,3,8,expiry
WBD,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,42.58,47.35,15363.85,153638.5,360.8231,0.112024,1721.03,0.8424,Low,Bull,0.09,0.0,0.09,0.09,0.112024,0.112018,8,3,8,expiry
F,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,11.52,11.54,5044.82,153638.4,437.9184,0.001736,8.75,0.6222,Low,Bull,0.01,0.0,0.01,0.01,0.001736,0.001734,8,3,8,expiry
QCOM,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,147.1,147.16,6029.24,153638.41,40.9874,0.000408,2.45,0.766,Low,Bull,0.01,0.0,0.01,0.01,0.000408,0.000406,8,3,8,expiry
KR,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,33.22,33.66,15363.86,153638.58,462.4882,0.013245,203.41,0.9434,Low,Bull,0.09,0.0,0.09,0.08,0.013245,0.013239,8,3,8,expiry
UPS,Bullish,1,2021-02-05,2021-02-08,2021-02-16,2021-02-11,2021-02-16,164.44,161.75,10553.3,153638.39,64.1772,-0.016359,-172.68,-0.5971,Medium,Bull,0.04,0.0,0.04,0.04,-0.016359,-0.016363,8,3,8,expiry
FTNT,Bullish,1,2021-02-12,2021-02-16,2021-02-23,2021-02-19,2021-02-23,33.082,33.754,8185.24,156978.78,247.4228,0.020313,166.21,-0.51,Medium,Bull,0.06,0.0,0.06,0.06,0.020313,0.020306,7,3,7,expiry
FAST,Bullish,1,2021-02-05,2021-02-16,2021-02-23,2021-02-11,2021-02-23,23.75,23.4,12976.25,156979.04,546.3683,-0.014737,-191.35,-0.5415,Medium,Bull,0.12,0.0,0.12,0.12,-0.014737,-0.014746,7,-5,7,expiry
WFC,Bullish,1,2021-02-12,2021-02-16,2021-02-23,2021-02-19,2021-02-23,34.07,37.14,4146.78,156979.13,121.7134,0.090109,373.65,0.6094,Low,Bull,0.01,0.0,0.01,0.01,0.090109,0.090106,7,3,7,expiry
PSKY,Bullish,1,2021-02-12,2021-02-16,2021-02-23,2021-02-19,2021-02-23,58.22,64.37,15697.95,156979.45,269.6315,0.105634,1658.17,0.7501,Low,Bull,0.06,0.0,0.06,0.06,0.105634,0.10563,7,3,7,expiry
MOS,Bullish,1,2021-02-12,2021-02-16,2021-02-18,2021-02-19,2021-02-18,29.81,28.9157,4668.36,156978.86,156.6038,-0.03,-140.08,0.5194,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030006,2,3,2,stop_loss
T,Bullish,1,2021-02-05,2021-02-16,2021-02-23,2021-02-11,2021-02-23,21.7523,22.0393,15697.89,156978.92,721.667,0.013194,207.06,-0.5404,High,Bull,0.06,0.0,0.06,0.06,0.013194,0.013191,7,-5,7,expiry
CMG,Bullish,1,2021-02-12,2021-02-16,2021-02-17,2021-02-19,2021-02-17,30.62,29.7014,10563.37,156978.83,344.9826,-0.03,-316.96,-0.5102,Medium,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030005,1,3,1,stop_loss
ANET,Bullish,1,2021-02-12,2021-02-16,2021-02-17,2021-02-19,2021-02-17,20.3125,19.7031,10576.66,156979.12,520.697,-0.03,-317.39,-0.5933,High,Bull,0.08,0.0,0.09,0.08,-0.03,-0.030008,1,3,1,stop_loss
EQT,Bullish,1,2021-02-12,2021-02-16,2021-02-17,2021-02-19,2021-02-17,18.25,17.7025,15697.93,156979.33,860.1607,-0.03,-471.14,0.6229,Low,Bull,0.2,0.0,0.2,0.2,-0.03,-0.030013,1,3,1,stop_loss
COHR,Bullish,1,2021-02-12,2021-02-16,2021-02-17,2021-02-19,2021-02-17,92.25,89.4825,8623.74,156979.39,93.4823,-0.03,-258.78,0.6906,Low,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030007,1,3,1,stop_loss
TTD,Bullish,1,2021-02-12,2021-02-17,2021-02-18,2021-02-19,2021-02-18,85.1,82.547,8174.16,155911.34,96.0536,-0.03,-245.26,-0.5028,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030004,1,2,1,stop_loss
DVN,Bullish,1,2021-02-12,2021-02-17,2021-02-23,2021-02-19,2021-02-23,20.65,20.0305,5397.68,155911.37,261.3888,-0.03,-161.96,0.5095,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030005,6,2,6,stop_loss
NVDA,Bullish,1,2021-02-05,2021-02-17,2021-02-18,2021-02-11,2021-02-18,15.171,14.7159,8902.58,155911.18,586.8154,-0.03,-267.09,-0.4662,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,1,-6,1,stop_loss
TSCO,Bullish,1,2021-02-12,2021-02-17,2021-03-02,2021-02-19,2021-03-02,32.578,31.782,15591.13,155911.31,478.5785,-0.024434,-381.08,-0.4998,Medium,Bull,0.13,0.0,0.13,0.13,-0.024434,-0.024442,13,2,13,expiry
GOOG,Bullish,1,2021-02-05,2021-02-18,2021-02-23,2021-02-11,2021-02-23,105.5195,102.3539,5691.61,157315.37,53.939,-0.03,-170.76,0.4485,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,5,-7,5,stop_loss
PPL,Bullish,1,2021-02-05,2021-02-18,2021-02-24,2021-02-11,2021-02-24,28.18,27.3346,10443.78,157315.37,370.6097,-0.03,-313.42,-0.4424,High,Bull,0.1,0.0,0.11,0.1,-0.03,-0.03001,6,-7,6,stop_loss
BSX,Bullish,1,2021-02-05,2021-02-18,2021-03-02,2021-02-11,2021-03-02,37.28,38.76,6225.66,157315.4,166.9973,0.0397,247.13,0.459,Medium,Bull,0.02,0.0,0.02,0.02,0.0397,0.039696,12,-7,12,expiry
SATS,Bullish,1,2021-02-22,2021-02-23,2021-03-02,2021-02-26,2021-03-02,21.99,25.26,5962.45,157100.96,271.1435,0.148704,886.53,0.7085,Medium,Bull,0.11,0.0,0.11,0.11,0.148704,0.148686,7,3,7,expiry
CCL,Bullish,1,2021-02-22,2021-02-23,2021-03-02,2021-02-26,2021-03-02,25.08,27.59,4700.1,157100.97,187.4044,0.10008,470.37,0.8664,Low,Bull,0.01,0.0,0.01,0.01,0.10008,0.100078,7,3,7,expiry
PANW,Bullish,1,2021-02-22,2021-02-23,2021-02-24,2021-02-26,2021-02-24,63.0,61.11,6182.65,157100.66,98.1373,-0.03,-185.5,0.6625,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,1,3,1,stop_loss
EQT,Bullish,1,2021-02-22,2021-02-23,2021-02-26,2021-02-26,2021-02-26,17.8,17.266,15710.09,157100.86,882.5891,-0.03,-471.5,0.6799,Low,Bull,0.19,0.0,0.19,0.19,-0.03,-0.030012,3,3,3,stop_loss
WBD,Bullish,1,2021-02-22,2021-02-23,2021-02-24,2021-02-26,2021-02-24,53.82,52.2054,15710.06,157100.64,291.9001,-0.03,-471.39,0.6527,Low,Bull,0.08,0.0,0.08,0.08,-0.03,-0.030005,1,3,1,stop_loss
KR,Bullish,1,2021-02-22,2021-02-23,2021-03-02,2021-02-26,2021-03-02,32.63,32.56,15710.06,157100.56,481.4605,-0.002145,-33.8,0.637,Low,Bull,0.1,0.0,0.1,0.1,-0.002145,-0.002152,7,3,7,expiry
KKR,Bullish,1,2021-02-22,2021-02-23,2021-03-02,2021-02-26,2021-03-02,45.24,46.45,5896.13,157100.46,130.3299,0.026746,157.66,0.5995,Low,Bull,0.04,0.0,0.04,0.04,0.026746,0.02674,7,3,7,expiry
UAL,Bullish,1,2021-02-22,2021-02-24,2021-03-05,2021-02-26,2021-03-05,51.11,49.5767,5256.03,156897.52,102.8377,-0.03,-157.7,0.5933,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,9,2,9,stop_loss
OXY,Bullish,1,2021-02-22,2021-02-24,2021-02-26,2021-02-26,2021-02-26,26.5,25.705,4581.39,156897.54,172.8826,-0.03,-137.46,0.5953,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,2,2,2,stop_loss
CL,Bullish,1,2021-02-22,2021-02-24,2021-03-03,2021-02-26,2021-03-03,77.09,74.7773,15689.75,156897.51,203.5251,-0.03,-470.8,-0.5808,High,Bull,0.11,0.0,0.11,0.11,-0.03,-0.030007,7,2,7,stop_loss
CMG,Bullish,1,2021-02-22,2021-02-26,2021-03-04,2021-02-26,2021-03-04,28.5886,27.7309,8363.37,155702.25,292.5421,-0.03,-250.94,-0.5505,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030005,6,0,6,stop_loss
CNC,Bullish,1,2021-02-22,2021-02-26,2021-03-09,2021-02-26,2021-03-09,58.95,61.49,11175.72,155702.33,189.5796,0.043087,481.45,-0.5675,Medium,Bull,0.08,0.0,0.08,0.08,0.043087,0.04308,11,0,11,expiry
CRM,Bullish,1,2021-03-01,2021-03-02,2021-03-03,2021-03-05,2021-03-03,218.4,211.848,13127.75,156942.37,60.1088,-0.03,-393.87,0.8428,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030003,1,3,1,stop_loss
WMT,Bullish,1,2021-03-01,2021-03-02,2021-03-03,2021-03-05,2021-03-03,43.8367,42.5216,18833.03,156941.94,429.6183,-0.03,-565.07,0.6408,Medium,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030004,1,3,1,stop_loss
EQT,Bullish,1,2021-03-01,2021-03-02,2021-03-04,2021-03-05,2021-03-04,18.52,17.9644,18833.06,156942.2,1016.904,-0.03,-565.25,0.6526,Low,Bull,0.25,0.0,0.25,0.25,-0.03,-0.030014,2,3,2,stop_loss
NCLH,Bullish,1,2021-03-01,2021-03-02,2021-03-05,2021-03-05,2021-03-05,30.63,29.7111,7579.07,156941.87,247.4396,-0.03,-227.4,0.5826,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030004,3,3,3,stop_loss
APA,Bullish,1,2021-03-01,2021-03-02,2021-03-09,2021-03-05,2021-03-09,19.2,21.6,7641.12,156942.25,397.9752,0.125,955.09,0.8031,Low,Bull,0.05,0.0,0.05,0.05,0.125,0.124993,7,3,7,expiry
PSKY,Bullish,1,2021-03-01,2021-03-02,2021-03-09,2021-03-05,2021-03-09,67.31,79.66,18833.08,156942.33,279.7962,0.183479,3455.4,0.8151,Low,Bull,0.08,0.0,0.08,0.08,0.183479,0.183475,7,3,7,expiry
HST,Bullish,1,2021-02-22,2021-03-03,2021-03-04,2021-02-26,2021-03-04,16.14,15.6558,8301.21,156271.43,514.3254,-0.03,-249.1,0.5366,Low,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030008,1,-5,1,stop_loss
BMY,Bullish,1,2021-03-01,2021-03-03,2021-03-04,2021-03-05,2021-03-04,61.05,59.2185,18752.6,156271.66,307.1679,-0.03,-562.67,-0.544,High,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030005,1,2,1,stop_loss
CRH,Bullish,1,2021-02-22,2021-03-03,2021-03-16,2021-02-26,2021-03-16,45.4,47.2,7649.08,156271.57,168.482,0.039648,303.12,-0.5373,Medium,Bull,0.14,0.0,0.14,0.14,0.039648,0.039629,13,-5,13,expiry
CSX,Bullish,1,2021-03-01,2021-03-04,2021-03-05,2021-03-05,2021-03-05,30.36,29.4492,11340.96,155829.18,373.5495,-0.03,-340.3,-0.504,Medium,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030006,1,1,1,stop_loss
GLW,Bullish,1,2021-02-22,2021-03-04,2021-03-05,2021-02-26,2021-03-05,38.39,37.2383,9981.64,155829.25,260.0063,-0.03,-299.53,-0.5107,Medium,Bull,0.07,0.0,0.08,0.07,-0.03,-0.030008,1,-6,1,stop_loss
APH,Bullish,1,2021-02-22,2021-03-04,2021-03-05,2021-02-26,2021-03-05,31.3225,30.3828,9436.8,155829.32,301.2786,-0.03,-283.17,-0.5189,Medium,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030007,1,-6,1,stop_loss
HPE,Bullish,1,2021-03-01,2021-03-04,2021-03-05,2021-03-05,2021-03-05,14.52,14.0844,18699.54,155829.51,1287.8472,-0.03,-561.18,0.5223,Medium,Bull,0.19,0.0,0.19,0.19,-0.03,-0.03001,1,1,1,stop_loss
PCG,Bullish,1,2021-02-22,2021-03-05,2021-03-16,2021-02-26,2021-03-16,10.7,11.87,10489.19,153883.55,980.2982,0.109346,1146.86,0.4507,Medium,Bull,0.09,0.0,0.09,0.09,0.109346,0.109337,11,-7,11,expiry
GM,Bullish,1,2021-02-22,2021-03-05,2021-03-16,2021-02-26,2021-03-16,52.59,57.12,5461.02,153883.56,103.8413,0.086138,470.39,-0.4587,Medium,Bull,0.01,0.0,0.01,0.01,0.086138,0.086136,11,-7,11,expiry
IP,Bullish,1,2021-02-22,2021-03-05,2021-03-16,2021-02-26,2021-03-16,49.8674,50.2367,15388.37,153883.71,308.5856,0.007406,113.82,-0.4672,Medium,Bull,0.15,0.0,0.15,0.15,0.007406,0.007396,11,-7,11,expiry
DELL,Bullish,1,2021-03-01,2021-03-05,2021-03-16,2021-03-05,2021-03-16,42.5089,45.1495,7029.93,153883.76,165.3756,0.06212,436.66,-0.4902,Medium,Bull,0.04,0.0,0.04,0.04,0.06212,0.062114,11,0,11,expiry
